id,memo,amount,GL_id,date_id,country_id
150,[sample_data],3405835,17000,3082024,1
151,[sample_data],4940111,17100,3092024,1
152,[sample_data],1937215,17300,3102024,1
153,[sample_data],3410752,17800,3112024,1
154,[sample_data],522180,18100,3122024,1
155,[sample_data],2273030,18300,3132024,1
156,[sample_data],5066760,18800,3142024,1
157,[sample_data],4755507,20100,3152024,1
158,[sample_data],3048182,21000,3162024,1
159,[sample_data],4914842,22100,3172024,1
160,[sample_data],76596,23100,3182024,1
161,[sample_data],647839,24500,3192024,1
162,[sample_data],3941736,25100,3202024,1
163,[sample_data],4769560,25600,3212024,1
164,[sample_data],3895070,27100,3222024,1
165,[sample_data],5140386,27500,3232024,1
166,[sample_data],2506204,31010,3242024,1
167,[sample_data],4819840,31022,3252024,1
168,[sample_data],3611754,32015,3262024,1
169,[sample_data],1646969,33110,3272024,1
170,[sample_data],3854731,41010,3282024,1
171,[sample_data],5011345,41022,3282024,1
172,[sample_data],4598058,42015,3282024,1
173,[sample_data],2083213,43110,3282024,1
174,[sample_data],1552419,50100,3282024,1
175,[sample_data],4101871,50150,3282024,1
176,[sample_data],2704740,50200,3282024,1
177,[sample_data],3048452,59100,3282024,1
178,[sample_data],3086268,59150,3282024,1
179,[sample_data],703963,59200,3282024,1
180,[sample_data],3875902,59600,3282024,1
181,[sample_data],2426586,10100,3282024,1
182,[sample_data],1440759,12100,3282024,1
183,[sample_data],3547163,12500,3282024,1
184,[sample_data],2051252,13100,3282024,1
185,[sample_data],2110170,15300,3282024,1
186,[sample_data],4623648,17000,3282024,1
187,[sample_data],3981365,17100,3282024,1
188,[sample_data],2527414,17300,3282024,1
189,[sample_data],4710487,17800,3282024,1
190,[sample_data],4754430,18100,3282024,1
191,[sample_data],574709,18300,3282024,1
192,[sample_data],2129774,18800,3292024,1
193,[sample_data],2389081,20100,3302024,1
194,[sample_data],1719101,21000,3312024,1
195,[sample_data],3982663,22100,3312024,1
196,[sample_data],4452394,23100,3312024,1
197,[sample_data],650426,24500,3312024,1
198,[sample_data],2501928,25100,3312024,1
199,[sample_data],5187527,25600,3312024,1
200,[sample_data],4541035,27100,3312024,1
201,[sample_data],826075,27500,3312024,1
202,[sample_data],2681838,31010,3312024,1
203,[sample_data],1151057,31022,3312024,1
204,[sample_data],2493587,32015,3312024,1
205,[sample_data],127763,33110,3312024,1
206,[sample_data],204860,41010,3312024,1
207,[sample_data],39858,41022,3312024,1
208,[sample_data],3757316,42015,3312024,1
209,[sample_data],5122472,43110,3312024,1
210,[sample_data],2742264,50100,3312024,1
211,[sample_data],3212295,50150,3312024,1
212,[sample_data],3178691,50200,3312024,1
213,[sample_data],4592109,59100,3312024,1
214,[sample_data],99839,59150,3312024,1
215,[sample_data],2555938,59200,3312024,1
216,[sample_data],5264510,59600,3312024,1
217,[sample_data],2831510,10100,4012024,1
218,[sample_data],8403,12100,4022024,1
219,[sample_data],488894,12500,4032024,1
220,[sample_data],1191764,13100,4042024,1
221,[sample_data],2267831,15300,4052024,1
222,[sample_data],5245343,17000,4062024,1
223,[sample_data],4669725,17100,4072024,1
224,[sample_data],3287972,17300,4082024,1
225,[sample_data],3081314,17800,4092024,1
226,[sample_data],4785924,18100,4102024,1
227,[sample_data],5030979,18300,4112024,1
228,[sample_data],1504392,18800,4122024,1
229,[sample_data],1134108,20100,4132024,1
230,[sample_data],705106,21000,4142024,1
231,[sample_data],2149469,22100,4152024,1
232,[sample_data],2103028,23100,4162024,1
233,[sample_data],1508109,24500,4172024,1
234,[sample_data],1743992,25100,4182024,1
235,[sample_data],1025235,25600,4192024,1
236,[sample_data],5041817,27100,4202024,1
237,[sample_data],4906145,27500,4212024,1
238,[sample_data],5060270,31010,4222024,1
239,[sample_data],1162932,31022,4232024,1
240,[sample_data],1194975,32015,4242024,1
241,[sample_data],4081859,33110,4252024,1
242,[sample_data],403591,41010,4262024,1
243,[sample_data],3251697,41022,4272024,1
244,[sample_data],3378223,42015,4282024,1
245,[sample_data],4183048,43110,4272024,1
246,[sample_data],4742370,50100,4272024,1
247,[sample_data],1068823,50150,4272024,1
248,[sample_data],334996,50200,4272024,1
249,[sample_data],2119057,59100,4272024,1
250,[sample_data],4926979,59150,4272024,1
251,[sample_data],4366321,59200,4272024,1
252,[sample_data],2391987,59600,4272024,1
253,[sample_data],1115269,10100,4272024,1
254,[sample_data],3586389,12100,4272024,1
255,[sample_data],917736,12500,4272024,1
256,[sample_data],4865126,13100,4272024,1
257,[sample_data],3997322,15300,4272024,1
258,[sample_data],4258799,17000,4272024,1
259,[sample_data],4976251,17100,4272024,1
260,[sample_data],4690721,17300,4272024,1
261,[sample_data],415192,17800,4272024,1
262,[sample_data],2279719,18100,4272024,1
263,[sample_data],4625995,18300,4272024,1
264,[sample_data],1103045,18800,4272024,1
265,[sample_data],3998981,20100,4272024,1
266,[sample_data],4043284,21000,4272024,1
267,[sample_data],3156432,22100,4272024,1
268,[sample_data],1509375,23100,4272024,1
269,[sample_data],4378887,24500,4272024,1
270,[sample_data],396011,25100,4222024,1
271,[sample_data],5189524,25600,4232024,1
272,[sample_data],560838,27100,4242024,1
273,[sample_data],860108,27500,4252024,1
274,[sample_data],1592295,31010,4262024,1
275,[sample_data],4369043,31022,4272024,1
276,[sample_data],2139601,32015,4282024,1
277,[sample_data],1313932,33110,4292024,1
278,[sample_data],1971137,41010,4302024,1
279,[sample_data],1196023,41022,4302024,1
280,[sample_data],2731486,42015,4302024,1
281,[sample_data],1147030,43110,4302024,1
282,[sample_data],3934153,50100,4302024,1
283,[sample_data],4593352,50150,4302024,1
284,[sample_data],1478024,50200,4302024,1
285,[sample_data],277181,59100,4302024,1
286,[sample_data],1882605,59150,4302024,1
287,[sample_data],4646627,59200,4302024,1
288,[sample_data],2880773,59600,4302024,1
289,[sample_data],236819,10100,5012024,1
290,[sample_data],17470,12100,5022024,1
291,[sample_data],1420007,12500,5032024,1
292,[sample_data],1842216,13100,5042024,1
293,[sample_data],35993,15300,5052024,1
294,[sample_data],4255845,17000,5062024,1
295,[sample_data],2143303,17100,5072024,1
296,[sample_data],1533875,17300,5082024,1
297,[sample_data],1322707,17800,5092024,1
298,[sample_data],4205568,18100,5102024,1
299,[sample_data],5151065,18300,5112024,1
300,[sample_data],5012534,18800,5122024,1
301,[sample_data],1829587,20100,5132024,1
302,[sample_data],3796854,21000,5142024,1
303,[sample_data],4516451,22100,5152024,1
304,[sample_data],4135600,23100,5162024,1
305,[sample_data],3974626,24500,5172024,1
306,[sample_data],2564353,25100,5182024,1
307,[sample_data],2119228,25600,5192024,1
308,[sample_data],3221283,27100,5202024,1
309,[sample_data],2343025,27500,5212024,1
310,[sample_data],4554854,31010,5222024,1
311,[sample_data],4784793,31022,5232024,1
312,[sample_data],4221805,32015,5242024,1
313,[sample_data],2025165,33110,5252024,1
314,[sample_data],2015030,41010,5262024,1
315,[sample_data],2896663,41022,5272024,1
316,[sample_data],186786,42015,5282024,1
317,[sample_data],2885693,43110,5272024,1
318,[sample_data],2089879,50100,5272024,1
319,[sample_data],4589430,50150,5272024,1
320,[sample_data],4982528,50200,5272024,1
321,[sample_data],2759783,59100,5272024,1
322,[sample_data],987570,59150,5272024,1
323,[sample_data],3638374,59200,5272024,1
324,[sample_data],4614907,59600,5272024,1
325,[sample_data],1042192,10100,5272024,1
326,[sample_data],4879156,12100,5272024,1
327,[sample_data],2760448,12500,5272024,1
328,[sample_data],318951,13100,5272024,1
329,[sample_data],1177327,15300,5272024,1
330,[sample_data],4981136,17000,5272024,1
331,[sample_data],460156,17100,5272024,1
332,[sample_data],499480,17300,5272024,1
333,[sample_data],928494,17800,5272024,1
334,[sample_data],3667680,18100,5272024,1
335,[sample_data],999463,18300,5272024,1
336,[sample_data],3145674,18800,5272024,1
337,[sample_data],3479756,20100,5272024,1
338,[sample_data],4805116,21000,5272024,1
339,[sample_data],4708308,22100,5272024,1
340,[sample_data],3973936,23100,5272024,1
341,[sample_data],4668961,24500,5272024,1
342,[sample_data],1776828,25100,5222024,1
343,[sample_data],4631537,25600,5232024,1
344,[sample_data],4386400,27100,5242024,1
345,[sample_data],721450,27500,5252024,1
346,[sample_data],3593205,31010,5262024,1
347,[sample_data],2085996,31022,5272024,1
348,[sample_data],1815883,32015,5282024,1
349,[sample_data],4820061,33110,5292024,1
350,[sample_data],2533642,41010,5302024,1
351,[sample_data],5128243,41022,5302024,1
352,[sample_data],427368,42015,5302024,1
353,[sample_data],2868560,43110,5302024,1
354,[sample_data],1193048,50100,5302024,1
355,[sample_data],2484271,50150,5302024,1
356,[sample_data],3393188,50200,5302024,1
357,[sample_data],3425109,59100,5302024,1
358,[sample_data],955303,59150,5302024,1
359,[sample_data],2189717,59200,5302024,1
360,[sample_data],5173402,59600,5302024,1
361,[sample_data],196441,10100,6012024,1
362,[sample_data],996697,12100,6022024,1
363,[sample_data],4793416,12500,6032024,1
364,[sample_data],343648,13100,6042024,1
365,[sample_data],1206996,15300,6052024,1
366,[sample_data],1029287,17000,6062024,1
367,[sample_data],627804,17100,6072024,1
368,[sample_data],2498070,17300,6082024,1
369,[sample_data],3394960,17800,6092024,1
370,[sample_data],1708014,18100,6102024,1
371,[sample_data],4887369,18300,6112024,1
372,[sample_data],3592237,18800,6122024,1
373,[sample_data],4940633,20100,6132024,1
374,[sample_data],4945020,21000,6142024,1
375,[sample_data],1788480,22100,6152024,1
376,[sample_data],2026293,23100,6162024,1
377,[sample_data],1158823,24500,6172024,1
378,[sample_data],4795614,25100,6182024,1
379,[sample_data],3598408,25600,6192024,1
380,[sample_data],4557343,27100,6202024,1
381,[sample_data],4013448,27500,6212024,1
382,[sample_data],4578189,31010,6222024,1
383,[sample_data],959798,31022,6232024,1
384,[sample_data],2870754,32015,6242024,1
385,[sample_data],5071661,33110,6252024,1
386,[sample_data],3960580,41010,6262024,1
387,[sample_data],4697815,41022,6272024,1
388,[sample_data],1626300,42015,6282024,1
389,[sample_data],2876764,43110,6272024,1
390,[sample_data],3974131,50100,6272024,1
391,[sample_data],343310,50150,6272024,1
392,[sample_data],4217573,50200,6272024,1
393,[sample_data],65070,59100,6272024,1
394,[sample_data],5149398,59150,6272024,1
395,[sample_data],3209052,59200,6272024,1
396,[sample_data],1870852,59600,6272024,1
397,[sample_data],1940428,10100,6272024,1
398,[sample_data],2700557,12100,6272024,1
399,[sample_data],4543322,12500,6272024,1
400,[sample_data],4068053,13100,6272024,1
401,[sample_data],2106201,15300,6272024,1
402,[sample_data],1156992,17000,6272024,1
403,[sample_data],4783853,17100,6272024,1
404,[sample_data],5246843,17300,6272024,1
405,[sample_data],4893024,17800,6272024,1
406,[sample_data],2808141,18100,6272024,1
407,[sample_data],384033,18300,6272024,1
408,[sample_data],4600993,18800,6272024,1
409,[sample_data],2185982,20100,6272024,1
410,[sample_data],4359387,21000,6272024,1
411,[sample_data],2265760,22100,6272024,1
412,[sample_data],4647901,23100,6272024,1
413,[sample_data],1308100,24500,6272024,1
414,[sample_data],3167437,25100,6222024,1
415,[sample_data],3718429,25600,6232024,1
416,[sample_data],854768,27100,6242024,1
417,[sample_data],1869807,27500,6252024,1
418,[sample_data],1093185,31010,6262024,1
419,[sample_data],2569659,31022,6272024,1
420,[sample_data],4546085,32015,6282024,1
421,[sample_data],287943,33110,6292024,1
422,[sample_data],969968,41010,6302024,1
423,[sample_data],1092554,41022,6302024,1
424,[sample_data],1125834,42015,6302024,1
425,[sample_data],1965818,43110,6302024,1
426,[sample_data],3996295,50100,6302024,1
427,[sample_data],4298203,50150,6302024,1
428,[sample_data],4276557,50200,6302024,1
429,[sample_data],3358071,59100,6302024,1
430,[sample_data],2407331,59150,6302024,1
431,[sample_data],1721926,59200,6302024,1
432,[sample_data],1817285,59600,6302024,1
433,[sample_data],1839870,10100,7012024,1
434,[sample_data],1941581,12100,7022024,1
435,[sample_data],4064212,12500,7032024,1
436,[sample_data],3318186,13100,7042024,1
437,[sample_data],4955248,15300,7052024,1
438,[sample_data],3527483,17000,7062024,1
439,[sample_data],2741844,17100,7072024,1
440,[sample_data],3402937,17300,7082024,1
441,[sample_data],1266673,17800,7092024,1
442,[sample_data],509068,18100,7102024,1
443,[sample_data],3943954,18300,7112024,1
444,[sample_data],4670788,18800,7122024,1
445,[sample_data],623414,20100,7132024,1
446,[sample_data],2263182,21000,7142024,1
447,[sample_data],5007417,22100,7152024,1
448,[sample_data],254600,23100,7162024,1
449,[sample_data],2918469,24500,7172024,1
450,[sample_data],2729097,25100,7182024,1
451,[sample_data],4901002,25600,7192024,1
452,[sample_data],2736731,27100,7202024,1
453,[sample_data],2173632,27500,7212024,1
454,[sample_data],2946198,31010,7222024,1
455,[sample_data],1357290,31022,7232024,1
456,[sample_data],4379033,32015,7242024,1
457,[sample_data],4736549,33110,7252024,1
458,[sample_data],3169629,41010,7262024,1
459,[sample_data],579983,41022,7272024,1
460,[sample_data],4498630,42015,7282024,1
461,[sample_data],2367980,43110,7272024,1
462,[sample_data],599810,50100,7272024,1
463,[sample_data],2979699,50150,7272024,1
464,[sample_data],943604,50200,7272024,1
465,[sample_data],4314915,59100,7272024,1
466,[sample_data],5179632,59150,7272024,1
467,[sample_data],2034019,59200,7272024,1
468,[sample_data],2410498,59600,7272024,1
469,[sample_data],4754276,10100,7272024,1
470,[sample_data],1998949,12100,7272024,1
471,[sample_data],1971681,12500,7272024,1
472,[sample_data],3742596,13100,7272024,1
473,[sample_data],3582182,15300,7272024,1
474,[sample_data],3552845,17000,7272024,1
475,[sample_data],3359905,17100,7272024,1
476,[sample_data],5206995,17300,7272024,1
477,[sample_data],4771223,17800,7272024,1
478,[sample_data],2245364,18100,7272024,1
479,[sample_data],3966823,18300,7272024,1
480,[sample_data],2748221,18800,7272024,1
481,[sample_data],3597034,20100,7272024,1
482,[sample_data],2940046,21000,7272024,1
483,[sample_data],2979782,22100,7272024,1
484,[sample_data],4615944,23100,7272024,1
485,[sample_data],1120081,24500,7272024,1
486,[sample_data],1559027,25100,7222024,1
487,[sample_data],4910456,25600,7232024,1
488,[sample_data],1157665,27100,7242024,1
489,[sample_data],4816021,27500,7252024,1
490,[sample_data],4813878,31010,7262024,1
491,[sample_data],3454856,31022,7272024,1
492,[sample_data],4082161,32015,7282024,1
493,[sample_data],1539417,33110,7292024,1
494,[sample_data],1987524,41010,7302024,1
495,[sample_data],1071988,41022,7302024,1
496,[sample_data],110863,42015,7302024,1
497,[sample_data],1168001,43110,7302024,1
498,[sample_data],3759429,50100,7302024,1
499,[sample_data],126171,50150,7302024,1
500,[sample_data],280141,50200,7302024,1
501,[sample_data],2544283,59100,7302024,1
502,[sample_data],4765748,59150,7302024,1
503,[sample_data],3850944,59200,7302024,1
504,[sample_data],1309434,59600,7302024,1
505,[sample_data],4599100,10100,8012024,1
506,[sample_data],4564161,12100,8022024,1
507,[sample_data],132852,12500,8032024,1
508,[sample_data],262845,13100,8042024,1
509,[sample_data],1621082,15300,8052024,1
510,[sample_data],1711413,17000,8062024,1
511,[sample_data],4513868,17100,8072024,1
512,[sample_data],2197820,17300,8082024,1
513,[sample_data],5353197,17800,8092024,1
514,[sample_data],4197193,18100,8102024,1
515,[sample_data],4188440,18300,8112024,1
516,[sample_data],561862,18800,8122024,1
517,[sample_data],2061432,20100,8132024,1
518,[sample_data],1178429,21000,8142024,1
519,[sample_data],2672026,22100,8152024,1
520,[sample_data],215264,23100,8162024,1
521,[sample_data],2665622,24500,8172024,1
522,[sample_data],2311910,25100,8182024,1
523,[sample_data],5371222,25600,8192024,1
524,[sample_data],489233,27100,8202024,1
525,[sample_data],5144188,27500,8212024,1
526,[sample_data],2508481,31010,8222024,1
527,[sample_data],3299963,31022,8232024,1
528,[sample_data],294936,32015,8242024,1
529,[sample_data],1829111,33110,8252024,1
530,[sample_data],3641728,41010,8262024,1
531,[sample_data],3255413,41022,8272024,1
532,[sample_data],418670,42015,8282024,1
533,[sample_data],4552999,43110,8272024,1
534,[sample_data],4084986,50100,8272024,1
535,[sample_data],1739426,50150,8272024,1
536,[sample_data],3601782,50200,8272024,1
537,[sample_data],2106919,59100,8272024,1
538,[sample_data],4346415,59150,8272024,1
539,[sample_data],4141096,59200,8272024,1
540,[sample_data],88852,59600,8272024,1
541,[sample_data],2312475,10100,8272024,1
542,[sample_data],3281820,12100,8272024,1
543,[sample_data],738790,12500,8272024,1
544,[sample_data],1059756,13100,8272024,1
545,[sample_data],3442353,15300,8272024,1
546,[sample_data],1373145,17000,8272024,1
547,[sample_data],1608627,17100,8272024,1
548,[sample_data],696484,17300,8272024,1
549,[sample_data],4167085,17800,8272024,1
550,[sample_data],296635,18100,8272024,1
551,[sample_data],758491,18300,8272024,1
552,[sample_data],1399455,18800,8272024,1
553,[sample_data],4639777,20100,8272024,1
554,[sample_data],1018678,21000,8272024,1
555,[sample_data],4487044,22100,8272024,1
556,[sample_data],426166,23100,8272024,1
557,[sample_data],2002411,24500,8272024,1
558,[sample_data],873620,25100,8222024,1
559,[sample_data],3019740,25600,8232024,1
560,[sample_data],3206823,27100,8242024,1
561,[sample_data],4092485,27500,8252024,1
562,[sample_data],2940188,31010,8262024,1
563,[sample_data],245949,31022,8272024,1
564,[sample_data],4667415,32015,8282024,1
565,[sample_data],2354126,33110,8292024,1
566,[sample_data],4398553,41010,8302024,1
567,[sample_data],183762,41022,8302024,1
568,[sample_data],4207610,42015,8302024,1
569,[sample_data],5100793,43110,8302024,1
570,[sample_data],565497,50100,8302024,1
571,[sample_data],3466739,50150,8302024,1
572,[sample_data],403092,50200,8302024,1
573,[sample_data],2507413,59100,8302024,1
574,[sample_data],1824438,59150,8302024,1
575,[sample_data],1949611,59200,8302024,1
576,[sample_data],1657,59600,8302024,1
577,[sample_data],4865987,10100,9012024,1
578,[sample_data],1420687,12100,9022024,1
579,[sample_data],2049999,12500,9032024,1
580,[sample_data],2996490,13100,9042024,1
581,[sample_data],5235432,15300,9052024,1
582,[sample_data],1312260,17000,9062024,1
583,[sample_data],3305642,17100,9072024,1
584,[sample_data],1033403,17300,9082024,1
585,[sample_data],941303,17800,9092024,1
586,[sample_data],4766632,18100,9102024,1
587,[sample_data],2535400,18300,9112024,1
588,[sample_data],2117790,18800,9122024,1
589,[sample_data],4750728,20100,9132024,1
590,[sample_data],1195517,21000,9142024,1
591,[sample_data],1343045,22100,9152024,1
592,[sample_data],4557694,23100,9162024,1
593,[sample_data],4792645,24500,9172024,1
594,[sample_data],3046136,25100,9182024,1
595,[sample_data],2635504,25600,9192024,1
596,[sample_data],3636729,27100,9202024,1
597,[sample_data],4568519,27500,9212024,1
598,[sample_data],798102,31010,9222024,1
599,[sample_data],3720553,31022,9232024,1
600,[sample_data],2065889,32015,9242024,1
601,[sample_data],3204245,33110,9252024,1
602,[sample_data],654090,41010,9262024,1
603,[sample_data],4354470,41022,9272024,1
604,[sample_data],3953048,42015,9282024,1
605,[sample_data],5017957,43110,9272024,1
606,[sample_data],3572802,50100,9272024,1
607,[sample_data],5252596,50150,9272024,1
608,[sample_data],985867,50200,9272024,1
609,[sample_data],3303631,59100,9272024,1
610,[sample_data],2677049,59150,9272024,1
611,[sample_data],3451045,59200,9272024,1
612,[sample_data],2824267,59600,9272024,1
613,[sample_data],813021,10100,9272024,1
614,[sample_data],4614776,12100,9272024,1
615,[sample_data],3588895,12500,9272024,1
616,[sample_data],4230663,13100,9272024,1
617,[sample_data],2144147,15300,9272024,1
618,[sample_data],4151187,17000,9272024,1
619,[sample_data],654516,17100,9272024,1
620,[sample_data],5196982,17300,9272024,1
621,[sample_data],1292747,17800,9272024,1
622,[sample_data],1380489,18100,9272024,1
623,[sample_data],2276762,18300,9272024,1
624,[sample_data],3791152,18800,9272024,1
625,[sample_data],1150214,20100,9272024,1
626,[sample_data],4242451,21000,9272024,1
627,[sample_data],2752746,22100,9272024,1
628,[sample_data],958403,23100,9272024,1
629,[sample_data],165068,24500,9272024,1
630,[sample_data],1922566,25100,9222024,1
631,[sample_data],2408319,25600,9232024,1
632,[sample_data],3757069,27100,9242024,1
633,[sample_data],5312400,27500,9252024,1
634,[sample_data],903291,31010,9262024,1
635,[sample_data],4602496,31022,9272024,1
636,[sample_data],1096255,32015,9282024,1
637,[sample_data],2056166,33110,9292024,1
638,[sample_data],505702,41010,9302024,1
639,[sample_data],2458560,41022,9302024,1
640,[sample_data],4675709,42015,9302024,1
641,[sample_data],2699897,43110,9302024,1
642,[sample_data],3043730,50100,9302024,1
643,[sample_data],1705755,50150,9302024,1
644,[sample_data],345102,50200,9302024,1
645,[sample_data],2465931,59100,9302024,1
646,[sample_data],3993621,59150,9302024,1
647,[sample_data],3126402,59200,9302024,1
648,[sample_data],3327270,59600,9302024,1
649,[sample_data],3541407,10100,10012024,1
650,[sample_data],1177885,12100,10022024,1
651,[sample_data],4528360,12500,10032024,1
652,[sample_data],4835775,13100,10042024,1
653,[sample_data],5280385,15300,10052024,1
654,[sample_data],1332226,17000,10062024,1
655,[sample_data],2711644,17100,10072024,1
656,[sample_data],1200127,17300,10082024,1
657,[sample_data],1874835,17800,10092024,1
658,[sample_data],169603,18100,10102024,1
659,[sample_data],3027523,18300,10112024,1
660,[sample_data],664717,18800,10122024,1
661,[sample_data],5305568,20100,10132024,1
662,[sample_data],1527463,21000,10142024,1
663,[sample_data],327006,22100,10152024,1
664,[sample_data],538470,23100,10162024,1
665,[sample_data],771896,24500,10172024,1
666,[sample_data],4157302,25100,10182024,1
667,[sample_data],1430054,25600,10192024,1
668,[sample_data],2949505,27100,10202024,1
669,[sample_data],2872472,27500,10212024,1
670,[sample_data],2026892,31010,10222024,1
